 -127    0    0
 -121    0    0
 -127    0    0
 -116    0    0
 -127    0    0
 -127    0    0
 -127    0    0
  127    0    0
 -127    0    0
 -119    0    0
 -125    0    0
 -127    0    0
  127    0    0
 -127    0    0
 -127    0    0
 -127    0    0
  127    0    0
 -127    0    0
 -127    0    0
 -119    0    0
 -112    0    0
  127    0    0
 -127    0    0
 -124    0    0
 -120    0    0
  127    0    0
  -99    0    0
 -127    0    0
 -124    0    0
 -127    0    0
 -123    0    0
 -127    0    0
 -127    0    0
 -127    0    0
  127    0    0
  127    0    0
 -127    0    0
 -127    0    0
 -114    0    0
 -123    0    0
 -127    0    0
 -127    0    0
 -127    0    0
  127    0    0
  127    0    0
 -127    0    0
 -127    0    0
 -127    0    0
  127    0    0
 -121    0    0
 -127    0    0
 -127    0    0
  127    0    0
  127    0    0
 -119    0    0
 -127    0    0
 -127    0    0
  119    0    0
  127    0    0
 -126    0    0
 -127    0    0
  127    0    0
  127    0    0
 -127    0    0
 -127    0    0
 -112    0    0
 -127    0    0
  127    0    0
 -125    0    0
 -127    0    0
  127    0    0
 -127    0    0
 -127    0    0
 -127    0    0
 -127    0    0
 -126    0    0
 -127    0    0
 -127    0    0
 -127    0    0
  116    0    0
 -127    0    0
  127    0    0
 -124    0    0
 -112    0    0
  121    0    0
 -127    0    0
 -125    0    0
 -127    0    0
  127    0    0
 -123    0    0
  127    0    0
 -127    0    0
 -127    0    0
  127    0    0
 -127    0    0
 -127    0    0
 -127    0    0
  127    0    0
 -127    0    0
  127    0    0
 -111    0    0
 -127    0    0
 -127    0    0
 -127    0    0
  118    0    0
  -93    0    0
   99    0    0
