 -127    0    0
 -121    0    0
  106    0    0
  127    0    0
 -127    0    0
 -127    0    0
 -127    0    0
 -127    0    0
  116    0    0
   86    0    0
  127    0    0
  127    0    0
 -125    0    0
 -127    0    0
 -127    0    0
 -127    0    0
  113    0    0
 -127    0    0
 -127    0    0
 -119    0    0
  127    0    0
 -120    0    0
 -127    0    0
  -91    0    0
 -120    0    0
  127    0    0
 -127    0    0
  127    0    0
  127    0    0
  123    0    0
 -115    0    0
  127    0    0
  127    0    0
  127    0    0
 -127    0    0
 -127    0    0
 -127    0    0
 -127    0    0
  127    0    0
  127    0    0
 -127    0    0
 -127    0    0
 -127    0    0
 -122    0    0
 -118    0    0
  127    0    0
  127    0    0
  127    0    0
  127    0    0
  127    0    0
 -127    0    0
 -127    0    0
  127    0    0
 -127    0    0
  119    0    0
  127    0    0
 -127    0    0
  119    0    0
 -127    0    0
 -115    0    0
 -127    0    0
  127    0    0
  127    0    0
  125    0    0
  121    0    0
  127    0    0
  127    0    0
  127    0    0
  127    0    0
  127    0    0
 -127    0    0
  127    0    0
 -125    0    0
  127    0    0
 -127    0    0
 -126    0    0
 -127    0    0
  113    0    0
  118    0    0
   95    0    0
 -127    0    0
  127    0    0
  127    0    0
  127    0    0
 -127    0    0
 -127    0    0
 -125    0    0
 -127    0    0
  127    0    0
 -123    0    0
  127    0    0
 -127    0    0
  127    0    0
 -121    0    0
  127    0    0
  112    0    0
 -127    0    0
  114    0    0
 -127    0    0
  127    0    0
 -127    0    0
 -121    0    0
  127    0    0
 -127    0    0
   85    0    0
  125    0    0
